Id,Title,Location,Publisher,ISSN,Volume,Issue #,Publication date
nla.obj-1071782934,Finance Times 1071782934,Periodicals Desk,Granite Press,1252-2764,36,18,1961-09-22
nla.obj-1071782950,Global Chronicle 1071782950,Media Center,Stonefield Publishing,1253-2771,48,19,1961-10-06
nla.obj-1071783081,Innovation Times 1071783081,Periodicals Desk,Fairmont Media Group,1254-2778,24,20,1961-10-20
nla.obj-1071783100,Medical Forum 1071783100,South Campus Library,Lakeshore Works,1255-2785,25,21,1961-11-03
nla.obj-1071783192,Industry Quarterly 1071783192,Stacks B,Bluebird Press,1256-2792,31,22,1961-11-17
nla.obj-1071783277,Industry Observer 1071783277,Stacks B,Riverside Books,1257-2799,18,23,1961-12-01
nla.obj-1071783312,Technology Forum 1071783312,North Campus Library,Granite Books,1258-2806,48,24,1961-12-15
nla.obj-1071783441,Finance Review 1071783441,South Campus Library,Northbridge Press,1259-2813,8,24,1961-12-16
nla.obj-1072441679,Research Observer 1072441679,Stacks B,Pinecrest Journals,1260-2820,1,4,2014-12-01
nla.obj-1072468899,Technology Review 1072468899,Riverside Branch,Westgate Books,1261-2827,6,1,1998-03-01
nla.obj-1072484330,Economic Forum 1072484330,Stacks B,Fairmont Publications,1262-2834,3,23,1992-07-01
nla.obj-1072614857,Global Digest 1072614857,Main Library - Floor 2,Stonefield Publishing,1263-2841,47,7,1946-01-09
nla.obj-10765778,Arts Observer 10765778,Media Center,Hillside Publications,1264-2848,30,3,1916-12-01
nla.obj-10769552,Public Affairs Report 10769552,Archives Room,Summit Publishing,1265-2855,43,8,1919-05-21
nla.obj-10776056,Legal Chronicle 10776056,Main Library - Floor 2,Lakeshore Editions,1266-2862,34,3,1917-01-01
nla.obj-10780293,Economic Journal 10780293,Archives Room,Westgate Publications,1267-2869,47,5,1917-01-31
nla.obj-10784537,Innovation Observer 10784537,Main Library - Floor 1,Brighton Review,1268-2876,18,7,1917-04-01
nla.obj-107869775,Economic Review 107869775,Main Library - Floor 1,Granite Publications,1269-2883,47,2,1984-05-01
nla.obj-107884101,Public Affairs Times 107884101,Media Center,Bluebird Media Group,1270-2890,38,33,1992-12-01
nla.obj-107929449,Policy Report 107929449,North Campus Library,Broadview Journals,1271-2897,21,36,1993-09-01
nla.obj-107945636,Business Observer 107945636,Downtown Branch,Ironwood Publishing,1272-2904,12,3,1984-10-01
nla.obj-10800345,Business Bulletin 10800345,Media Center,Brighton Review,1273-2911,29,8,1917-05-01
nla.obj-108127083,Industry Review 108127083,Archives Room,Northbridge Publications,1274-2918,19,4,1985-03-01
nla.obj-108131856,Industry Observer 108131856,Periodicals Desk,Pinecrest Works,1275-2925,7,5,1985-07-01
nla.obj-108146898,Technology Journal 108146898,Media Center,Lakeshore Journals,1276-2932,23,22,1990-03-01
nla.obj-1081496147,Legal Observer 1081496147,Reference Wing,Summit Publishing,1277-2939,33,22,1981-01-01
nla.obj-1081496160,Arts Chronicle 1081496160,Archives Room,Ironwood Works,1278-2946,26,1,1981-01-16
nla.obj-1081496235,Medical Review 1081496235,North Campus Library,Crown Editions,1279-2953,41,2,1981-01-30
nla.obj-1081496602,Finance Digest 1081496602,Main Library - Floor 2,Pinecrest Review,1280-2960,23,3,1981-02-13
nla.obj-1081496689,Economic Digest 1081496689,Main Library - Floor 2,Summit Editions,1281-2967,28,4,1981-02-27
nla.obj-1081497099,Research Forum 1081497099,Media Center,Broadview Publications,1282-2974,2,5,1981-03-13
nla.obj-1081497116,Economic Times 1081497116,Archives Room,Brighton Publications,1283-2981,25,6,1981-03-27
nla.obj-1081497214,Literary Bulletin 1081497214,Archives Room,Ironwood House,1284-2988,33,7,1981-04-10
nla.obj-1081497487,Environmental Forum 1081497487,Periodicals Desk,Redwood Media Group,1285-2995,18,8,1981-04-24
nla.obj-1081497549,Health Observer 1081497549,Main Library - Floor 1,Summit Editions,1286-3002,33,9,1981-05-08
nla.obj-1081497582,Literary Chronicle 1081497582,North Campus Library,Bluebird Media Group,1287-3009,32,10,1981-05-22
nla.obj-1081497671,Science Journal 1081497671,Archives Room,Brighton Books,1288-3016,6,11,1981-06-05
nla.obj-1081497797,Arts Report 1081497797,Reference Wing,Lakeshore Publications,1289-3023,43,12,1981-06-19
nla.obj-1081764654,Economic Digest 1081764654,South Campus Library,Bluebird Media Group,1290-3030,44,13,1981-07-03
nla.obj-1081764795,Policy Quarterly 1081764795,Archives Room,Westgate Press,1291-3037,38,14,1981-07-17
nla.obj-1081764852,Civic Quarterly 1081764852,Main Library - Floor 1,Ironwood Media Group,1292-3044,48,15,1981-07-31
nla.obj-1081764982,Science Observer 1081764982,North Campus Library,Brighton Journals,1293-3051,45,16,1981-08-14
nla.obj-1081765001,Literary Chronicle 1081765001,Reference Wing,Lakeshore Review,1294-3058,46,17,1981-08-28
nla.obj-1081765049,Business Observer 1081765049,Stacks A,Pinecrest House,1295-3065,26,18,1981-09-11
nla.obj-1081765224,Technology Observer 1081765224,Stacks A,Granite Press,1296-3072,15,19,1981-09-25
nla.obj-1081765387,Literary Times 1081765387,Main Library - Floor 2,Elmwood Publications,1297-3079,30,20,1981-10-09
nla.obj-1081765420,Economic Journal 1081765420,Media Center,Redwood Press,1298-3086,16,21,1981-10-23
nla.obj-1081765576,Civic Digest 1081765576,South Campus Library,Crescent Works,1299-3093,37,22,1981-11-06
nla.obj-1081765592,Finance Times 1081765592,North Campus Library,Pinecrest Publishing,1300-3100,2,23,1981-11-20
nla.obj-1081765690,Finance Digest 1081765690,Archives Room,Riverside Publishing,1301-3107,48,24,1981-12-04
nla.obj-10818646,Business Chronicle 10818646,Media Center,Fairmont Press,1302-3114,43,9,1917-06-01
nla.obj-1084056715,Research Chronicle 1084056715,North Campus Library,Westgate Review,1303-3121,12,1,1959-01-28
nla.obj-1084056835,Medical Review 1084056835,North Campus Library,Stonefield Press,1304-3128,42,2,1959-02-11
nla.obj-1084056946,Industry Quarterly 1084056946,Archives Room,Lakeshore Editions,1305-3135,20,3,1959-02-25
nla.obj-1084056980,Science Bulletin 1084056980,Riverside Branch,Granite Media Group,1306-3142,45,4,1959-03-11
nla.obj-1084057015,Culture Report 1084057015,Downtown Branch,Riverside Publishing,1307-3149,14,5,1959-03-25
nla.obj-1084057053,Arts Report 1084057053,North Campus Library,Lakeshore Media Group,1308-3156,22,6,1959-04-08
nla.obj-1084057122,Research Times 1084057122,Main Library - Floor 2,Lakeshore Books,1309-3163,14,7,1959-04-22
nla.obj-1084057460,Education Observer 1084057460,Reference Wing,Elmwood Press,1310-3170,37,8,1959-05-06
nla.obj-1084057608,Civic Forum 1084057608,Riverside Branch,Bluebird Review,1311-3177,33,9,1959-05-20
nla.obj-1084057704,Innovation Digest 1084057704,Main Library - Floor 1,Redwood Journals,1312-3184,47,10,1959-06-03
nla.obj-1084057800,Public Affairs Observer 1084057800,Reference Wing,Elmwood Publications,1313-3191,30,11,1959-06-17
nla.obj-1084057884,Business Quarterly 1084057884,Downtown Branch,Fairmont Publishing,1314-3198,38,12,1959-07-01
nla.obj-1084058091,Health Forum 1084058091,Archives Room,Crown House,1315-3205,28,13,1959-07-15
nla.obj-1084058302,Culture Chronicle 1084058302,Reference Wing,Redwood Journals,1316-3212,20,14,1959-07-29
nla.obj-1084058389,Economic Review 1084058389,Stacks A,Granite Journals,1317-3219,46,15,1959-08-12
nla.obj-1084058520,Literary Bulletin 1084058520,Periodicals Desk,Fairmont Works,1318-3226,5,16,1959-08-26
nla.obj-1084058561,Environmental Chronicle 1084058561,Riverside Branch,Westgate Editions,1319-3233,10,17,1959-09-09
nla.obj-1084058637,Education Quarterly 1084058637,Periodicals Desk,Hillside Books,1320-3240,19,18,1959-09-23
nla.obj-1084058954,Culture Observer 1084058954,South Campus Library,Riverside Publishing,1321-3247,14,19,1959-10-07
nla.obj-1084059119,Health Chronicle 1084059119,Reference Wing,Lakeshore Publications,1322-3254,15,20,1959-10-21
nla.obj-1084059181,Technology Forum 1084059181,Periodicals Desk,Ironwood Books,1323-3261,41,20,1959-10-22
nla.obj-1084059300,Environmental Forum 1084059300,Main Library - Floor 1,Northbridge Media Group,1324-3268,30,21,1959-11-04
nla.obj-1084059572,Public Affairs Review 1084059572,Main Library - Floor 1,Bluebird Publications,1325-3275,27,22,1959-11-18
nla.obj-1084059754,Education Report 1084059754,Periodicals Desk,Stonefield Media Group,1326-3282,6,23,1959-12-02
nla.obj-1084059787,Arts Journal 1084059787,Stacks B,Granite Journals,1327-3289,4,24,1959-12-16
nla.obj-10859487,Civic Observer 10859487,South Campus Library,Hillside Media Group,1328-3296,39,10,1917-07-01
nla.obj-10866165,Science Quarterly 10866165,Main Library - Floor 1,Bluebird Journals,1329-3303,21,7,1917-04-01
nla.obj-1087073620,Research Chronicle 1087073620,Reference Wing,Riverside Editions,1330-3310,32,18,1980-01-01
nla.obj-10870768,Medical Observer 10870768,Reference Wing,Crescent Books,1331-3317,3,12,1917-09-01
nla.obj-1087080970,Public Affairs Digest 1087080970,Stacks A,Summit House,1332-3324,23,1,1980-01-18
nla.obj-1087080997,Innovation Observer 1087080997,Stacks A,Pinecrest Press,1333-3331,35,2,1980-02-01
nla.obj-1087081013,Research Journal 1087081013,Archives Room,Riverside Journals,1334-3338,47,3,1980-02-15
nla.obj-1087081037,Public Affairs Quarterly 1087081037,Downtown Branch,Elmwood Works,1335-3345,28,4,1980-02-29
nla.obj-1087122563,Arts Observer 1087122563,Media Center,Pinecrest Publishing,1336-3352,10,1,1964-01-24
nla.obj-1087122694,Technology Quarterly 1087122694,Main Library - Floor 2,Maple Publishing,1337-3359,2,2,1964-02-07
nla.obj-1087122735,Culture Report 1087122735,Main Library - Floor 1,Redwood Works,1338-3366,5,2,1964-02-08
nla.obj-1087122756,Innovation Observer 1087122756,Riverside Branch,Summit Press,1339-3373,3,3,1964-02-21
nla.obj-1087122889,Business Digest 1087122889,Stacks B,Redwood Editions,1340-3380,20,4,1964-03-06
nla.obj-1087122921,Industry Bulletin 1087122921,South Campus Library,Granite Publications,1341-3387,25,5,1964-03-20
nla.obj-1087122945,Medical Quarterly 1087122945,Periodicals Desk,Crown Publications,1342-3394,3,6,1964-04-03
nla.obj-1087123022,Technology Bulletin 1087123022,Stacks A,Northbridge Editions,1343-3401,8,7,1964-04-17
nla.obj-1087123112,Science Journal 1087123112,Media Center,Bluebird Works,1344-3408,10,8,1964-05-01
nla.obj-1087132330,Environmental Chronicle 1087132330,Main Library - Floor 2,Lakeshore Books,1345-3415,8,5,1980-03-14
nla.obj-1087132358,Literary Chronicle 1087132358,Periodicals Desk,Hillside Media Group,1346-3422,32,6,1980-03-28
nla.obj-1087132413,Environmental Times 1087132413,Stacks A,Crescent House,1347-3429,37,7,1980-04-11
nla.obj-1087132437,Health Digest 1087132437,Periodicals Desk,Westgate House,1348-3436,18,8,1980-04-28
nla.obj-1087132459,Innovation Observer 1087132459,Stacks A,Brighton Editions,1349-3443,11,9,1980-05-09
nla.obj-1087132492,Medical Digest 1087132492,Riverside Branch,Hillside Editions,1350-3450,13,10,1980-05-23
nla.obj-1087132511,Technology Digest 1087132511,Archives Room,Crescent Press,1351-3457,5,11,1980-06-06
nla.obj-1087199900,Environmental Bulletin 1087199900,Periodicals Desk,Brighton Publishing,1352-3464,10,9,1964-05-15
nla.obj-1087200047,Policy Journal 1087200047,Periodicals Desk,Brighton Journals,1353-3471,29,10,1964-05-29
nla.obj-1087200248,Environmental Review 1087200248,Reference Wing,Fairmont Publications,1354-3478,17,11,1964-06-12
nla.obj-1087200413,Research Report 1087200413,Reference Wing,Crescent Books,1355-3485,32,12,1964-06-26
nla.obj-1087200459,Economic Forum 1087200459,South Campus Library,Summit Editions,1356-3492,28,12,1964-06-27
nla.obj-1087200824,Public Affairs Report 1087200824,Main Library - Floor 1,Pinecrest Media Group,1357-3499,20,13,1964-07-10
nla.obj-1087200881,Industry Journal 1087200881,Main Library - Floor 1,Lakeshore Works,1358-3506,35,13,1964-07-11
nla.obj-1087201148,Industry Report 1087201148,Periodicals Desk,Harbor Editions,1359-3513,19,14,1964-07-24
nla.obj-1087201352,Finance Times 1087201352,Main Library - Floor 1,Crown Journals,1360-3520,7,15,1964-08-07
nla.obj-1087236728,Research Times 1087236728,Stacks A,Stonefield Books,1361-3527,7,21,1980-10-24
nla.obj-1087242888,Global Forum 1087242888,Main Library - Floor 1,Riverside Books,1362-3534,48,12,1980-06-20
nla.obj-1087242902,Environmental Report 1087242902,Reference Wing,Elmwood Editions,1363-3541,23,13,1980-07-04
nla.obj-1087243032,Economic Chronicle 1087243032,Periodicals Desk,Crown Books,1364-3548,22,14,1980-07-18
nla.obj-1087243086,Education Chronicle 1087243086,Main Library - Floor 2,Elmwood Press,1365-3555,19,15,1980-08-01
nla.obj-1087243108,Technology Bulletin 1087243108,Downtown Branch,Northbridge Works,1366-3562,19,16,1980-08-15
nla.obj-1087243234,Literary Quarterly 1087243234,North Campus Library,Ironwood Books,1367-3569,29,17,1980-08-29
nla.obj-1087243359,Arts Forum 1087243359,Main Library - Floor 1,Fairmont Review,1368-3576,14,18,1980-09-12
nla.obj-1087243489,Finance Forum 1087243489,North Campus Library,Westgate Books,1369-3583,27,19,1980-09-26
nla.obj-1087258803,Civic Journal 1087258803,Archives Room,Riverside Editions,1370-3590,12,17,1964-09-04
nla.obj-1087258902,Environmental Forum 1087258902,Stacks A,Pinecrest Review,1371-3597,9,18,1964-09-18
nla.obj-1087259034,Legal Quarterly 1087259034,Archives Room,Bluebird House,1372-3604,16,19,1964-10-02
nla.obj-1087259180,Innovation Observer 1087259180,South Campus Library,Summit Media Group,1373-3611,31,20,1964-10-16
nla.obj-1087259331,Science Quarterly 1087259331,Main Library - Floor 1,Fairmont Press,1374-3618,10,21,1964-10-30
nla.obj-1087259456,Legal Journal 1087259456,Archives Room,Riverside Books,1375-3625,33,22,1964-11-13
nla.obj-1087259561,Civic Times 1087259561,Archives Room,Broadview Books,1376-3632,26,23,1964-11-27
nla.obj-1087259684,Policy Forum 1087259684,Stacks A,Northbridge Review,1377-3639,22,24,1964-12-11
nla.obj-1087412746,Industry Journal 1087412746,South Campus Library,Northbridge Review,1378-3646,28,22,1980-11-07
nla.obj-1087412818,Education Report 1087412818,Media Center,Summit Books,1379-3653,34,23,1980-11-21
nla.obj-1087412917,Policy Review 1087412917,Downtown Branch,Granite Journals,1380-3660,30,24,1980-12-05
nla.obj-108746400,Arts Forum 108746400,Downtown Branch,Bluebird Press,1381-3667,17,86,2006-04-01
nla.obj-108751729,Research Bulletin 108751729,North Campus Library,Crown Editions,1382-3674,22,72,2002-10-01
nla.obj-10877483,Research Forum 10877483,Archives Room,Maple Works,1383-3681,31,13,1918-04-15
nla.obj-108782315,Environmental Bulletin 108782315,Main Library - Floor 2,Pinecrest Journals,1384-3688,38,65,2001-01-01
nla.obj-108788291,Technology Times 108788291,Main Library - Floor 2,Crescent Editions,1385-3695,37,63,2000-07-01
nla.obj-1087897582,Health Bulletin 1087897582,Main Library - Floor 1,Redwood Journals,1386-3702,18,17,1987-08-01
nla.obj-1087897605,Industry Review 1087897605,Main Library - Floor 1,Pinecrest Editions,1387-3709,10,13,1987-09-01
nla.obj-1087897626,Technology Times 1087897626,Main Library - Floor 2,Lakeshore Books,1388-3716,21,24,1987-10-01
nla.obj-1087897647,Research Forum 1087897647,South Campus Library,Hillside Publishing,1389-3723,40,7,1988-01-01
nla.obj-1087897660,Medical Observer 1087897660,Stacks A,Maple Journals,1390-3730,16,22,1988-02-01
nla.obj-1087897683,Economic Review 1087897683,Media Center,Westgate Editions,1391-3737,5,10,1988-03-01
nla.obj-1087897756,Education Observer 1087897756,Stacks B,Stonefield Publishing,1392-3744,7,2,1988-05-01
nla.obj-1087897797,Education Review 1087897797,Media Center,Summit Media Group,1393-3751,38,11,1988-06-01
nla.obj-1087897853,Culture Digest 1087897853,Periodicals Desk,Crown Books,1394-3758,29,17,1988-07-01
nla.obj-1087897945,Policy Chronicle 1087897945,Downtown Branch,Stonefield House,1395-3765,25,15,1988-08-01
nla.obj-1087897968,Legal Chronicle 1087897968,South Campus Library,Ironwood Editions,1396-3772,6,21,1988-09-01
nla.obj-1087898046,Legal Quarterly 1087898046,North Campus Library,Crescent Works,1397-3779,33,1,1988-10-01
nla.obj-1087898067,Policy Times 1087898067,Periodicals Desk,Bluebird Media Group,1398-3786,44,vember,1988-11-01
nla.obj-1087898080,Innovation Forum 1087898080,Riverside Branch,Hillside Review,1399-3793,31,3,1988-12-01
nla.obj-1087898177,Finance Bulletin 1087898177,Stacks A,Lakeshore Books,1400-3800,15,18,1989-01-01
nla.obj-1087898254,Industry Journal 1087898254,Media Center,Broadview Publishing,1401-3807,38,18,1989-02-01
nla.obj-1087898298,Research Bulletin 1087898298,Archives Room,Fairmont Editions,1402-3814,25,5,1989-04-01
nla.obj-1087898316,Finance Review 1087898316,Main Library - Floor 1,Hillside Media Group,1403-3821,47,5,1989-05-01
nla.obj-1087898334,Medical Observer 1087898334,Archives Room,Lakeshore Journals,1404-3828,1,19,1989-06-01
nla.obj-1087898350,Global Digest 1087898350,Media Center,Summit Publishing,1405-3835,14,21,1989-07-01
nla.obj-1087898425,Public Affairs Review 1087898425,Archives Room,Brighton Works,1406-3842,6,2,1989-08-01
nla.obj-1087898505,Global Bulletin 1087898505,Stacks A,Stonefield Press,1407-3849,38,12,1989-09-01
nla.obj-1087898526,Medical Chronicle 1087898526,Main Library - Floor 2,Granite Journals,1408-3856,44,vember,1989-10-01
nla.obj-1087898612,Research Forum 1087898612,Main Library - Floor 1,Broadview Books,1409-3863,14,24,1989-12-01
nla.obj-1087898636,Finance Chronicle 1087898636,Downtown Branch,Elmwood Review,1410-3870,15,9,1990-01-01
nla.obj-1087898713,Environmental Quarterly 1087898713,Stacks A,Crown Press,1411-3877,34,9,1990-03-01
nla.obj-10879162,Education Bulletin 10879162,South Campus Library,Crescent House,1412-3884,10,2,1917-11-01
nla.obj-10879359,Arts Journal 10879359,Stacks A,Summit Works,1413-3891,17,17,1918-06-15
nla.obj-108816902,Culture Times 108816902,Periodicals Desk,Lakeshore Review,1414-3898,37,60,1999-10-01
nla.obj-1088247787,Research Report 1088247787,Periodicals Desk,Broadview Press,1415-3905,21,22,1990-04-01
nla.obj-1088247804,Health Observer 1088247804,Riverside Branch,Brighton Publishing,1416-3912,30,18,1990-06-01
nla.obj-1088247848,Legal Report 1088247848,Media Center,Stonefield Media Group,1417-3919,8,14,1990-07-01
nla.obj-1088247861,Public Affairs Observer 1088247861,North Campus Library,Hillside Journals,1418-3926,31,12,1990-08-01
nla.obj-1088247885,Finance Chronicle 1088247885,Downtown Branch,Hillside Works,1419-3933,17,4,1990-09-01
nla.obj-1088247905,Environmental Report 1088247905,Archives Room,Hillside Editions,1420-3940,45,20,1990-10-01
nla.obj-1088247926,Legal Times 1088247926,North Campus Library,Ironwood Publishing,1421-3947,26,vember,1990-11-01
